###############################################################
## Evolution started on Sun Jun  5 08:48:07 2022
###############################################################
0 	 0.0000001762 	 0.0000000031 	 0.0000000000
1 	 0.0000048056 	 0.0000002087 	 0.0000000000
2 	 0.0000066988 	 0.0000010325 	 0.0000000000
3 	 0.0001714299 	 0.0000249292 	 0.0000000000
4 	 0.0000491628 	 0.0000048489 	 0.0000000000
5 	 0.0000589808 	 0.0000120863 	 0.0000000000
6 	 0.0000560428 	 0.0000136615 	 0.0000000000
7 	 0.0000695174 	 0.0000198272 	 0.0000000000
8 	 0.0003137801 	 0.0000451499 	 0.0000000000
9 	 0.0001795226 	 0.0000289591 	 0.0000000000
10 	 0.0003462384 	 0.0000720766 	 0.0000000000
11 	 0.0003415884 	 0.0001454563 	 0.0000000000
12 	 0.0003407197 	 0.0001315446 	 0.0000000000
13 	 0.0003412663 	 0.0000917518 	 0.0000000000
14 	 0.0003404934 	 0.0000673673 	 0.0000000000
15 	 0.0003404934 	 0.0000981231 	 0.0000000000
16 	 0.0003404934 	 0.0001179244 	 0.0000000000
17 	 0.0003605378 	 0.0001689396 	 0.0000000000
18 	 0.0003404934 	 0.0001132140 	 0.0000000000
19 	 0.0003411768 	 0.0001403413 	 0.0000000000
20 	 0.0003525278 	 0.0001918187 	 0.0000000000
21 	 0.0003683043 	 0.0001137517 	 0.0000000000
22 	 0.0003704493 	 0.0001742930 	 0.0000000000
23 	 0.0003683043 	 0.0001113212 	 0.0000000000
24 	 0.0003683043 	 0.0001610294 	 0.0000000000
25 	 0.0003684534 	 0.0001365641 	 0.0000000000
26 	 0.0003700040 	 0.0001697444 	 0.0000000000
27 	 0.0003689736 	 0.0001396372 	 0.0000000000
28 	 0.0003710885 	 0.0001586205 	 0.0000000000
29 	 0.0003751399 	 0.0001222485 	 0.0000000000
30 	 0.0003773277 	 0.0001891629 	 0.0000000000
31 	 0.0003781704 	 0.0001892452 	 0.0000000000
32 	 0.0003848893 	 0.0001587104 	 0.0000000000
33 	 0.0003848893 	 0.0001881624 	 0.0000000000
34 	 0.0003846828 	 0.0001621532 	 0.0000000000
35 	 0.0003849393 	 0.0001670648 	 0.0000000000
36 	 0.0003852456 	 0.0001861050 	 0.0000000000
37 	 0.0003854801 	 0.0001423822 	 0.0000000000
38 	 0.0003855546 	 0.0001903932 	 0.0000000000
39 	 0.0003855900 	 0.0001851096 	 0.0000000000
40 	 0.0003870217 	 0.0001466543 	 0.0000000000
41 	 0.0003870217 	 0.0001462946 	 0.0000000000
42 	 0.0003870217 	 0.0001543030 	 0.0000000000
43 	 0.0003883540 	 0.0001736956 	 0.0000000000
44 	 0.0003878445 	 0.0001712591 	 0.0000000000
45 	 0.0003880573 	 0.0001501012 	 0.0000000000
46 	 0.0003880573 	 0.0001801668 	 0.0000000000
47 	 0.0003880573 	 0.0001473741 	 0.0000000000
48 	 0.0003883672 	 0.0002376888 	 0.0000000000
49 	 0.0003883672 	 0.0001897168 	 0.0000000000
50 	 0.0003888898 	 0.0001970630 	 0.0000000000
51 	 0.0003880646 	 0.0001312514 	 0.0000000000
52 	 0.0003881962 	 0.0001631647 	 0.0000000000
53 	 0.0003883672 	 0.0001891599 	 0.0000000000
54 	 0.0003883672 	 0.0001770588 	 0.0000000000
55 	 0.0003885870 	 0.0001631912 	 0.0000000000
56 	 0.0003880573 	 0.0001512651 	 0.0000000000
57 	 0.0003880573 	 0.0001727754 	 0.0000000000
58 	 0.0003882706 	 0.0001520435 	 0.0000000000
59 	 0.0003880573 	 0.0001407063 	 0.0000000000
60 	 0.0003880573 	 0.0001668705 	 0.0000000000
61 	 0.0003883429 	 0.0001658972 	 0.0000000000
62 	 0.0003880573 	 0.0001685868 	 0.0000000000
63 	 0.0003880573 	 0.0001451238 	 0.0000000000
64 	 0.0003880573 	 0.0001423659 	 0.0000000000
65 	 0.0003880573 	 0.0001614629 	 0.0000000000
66 	 0.0003880893 	 0.0001444558 	 0.0000000000
67 	 0.0003880893 	 0.0001703283 	 0.0000000000
68 	 0.0003883553 	 0.0001516824 	 0.0000000000
69 	 0.0003880893 	 0.0001302067 	 0.0000000000
70 	 0.0003883241 	 0.0001369925 	 0.0000000000
71 	 0.0003880893 	 0.0001515708 	 0.0000000000
72 	 0.0003880893 	 0.0001372236 	 0.0000000000
73 	 0.0003880893 	 0.0001576595 	 0.0000000000
74 	 0.0003883679 	 0.0001440964 	 0.0000000000
75 	 0.0003883679 	 0.0001779921 	 0.0000000000
76 	 0.0003883672 	 0.0001726504 	 0.0000000000
